2MASS,err_maj
2MASS,err_min
2MASS,err_ang
2MASS,j_m
2MASS,h_m
2MASS,k_m
2MASS,j_msigcom
2MASS,h_msigcom
2MASS,k_msigcom
DENIS3,
IRAS-PSC,col_0
IRAS-PSC,col_68
IRAS-PSC,col_69
IRAS-PSC,col_8
IRAS-PSC,col_9
IRAS-PSC,col_10
IRAS-PSC,col_12
IRAS-PSC,col_13
IRAS-PSC,col_14
IRAS-PSC,col_15
IRAS-PSC,col_22
IRAS-PSC,col_23
IRAS-PSC,col_24
IRAS-PSC,col_25
AKARIBSC,col_1
AKARIBSC,col_2
AKARIBSC,col_3
AKARIBSC,col_4
AKARIBSC,col_5
AKARIBSC,col_6
AKARIBSC,col_7
AKARIBSC,col_8
AKARIBSC,col_9
AKARIBSC,col_10
AKARIBSC,col_11
AKARIBSC,col_12
AKARIBSC,col_13
AKARIBSC,col_14
AKARIPSC,
SPIRE250,col_0
SPIRE250,col_2
SPIRE250,col_3
SPIRE250,col_4
SPIRE250,col_5
SPIRE250,col_11
SPIRE250,col_12
SPIRE350,col_0
SPIRE350,col_2
SPIRE350,col_3
SPIRE350,col_4
SPIRE350,col_5
SPIRE350,col_11
SPIRE350,col_12
SPIRE500,col_0
SPIRE500,col_2
SPIRE500,col_3
SPIRE500,col_4
SPIRE500,col_5
SPIRE500,col_11
SPIRE500,col_12
PACS70,spscid
PACS70,ra
PACS70,dec
PACS70,ra_err
PACS70,dec_err
PACS70,flux
PACS70,rms
H-ATLAS-DR1,HATLAS
H-ATLAS-DR1,RAJ2000
H-ATLAS-DR1,DEJ2000
H-ATLAS-DR1,F250B
H-ATLAS-DR1,e_F250B
H-ATLAS-DR1,F350B
H-ATLAS-DR1,e_F350B
H-ATLAS-DR1,F500B
H-ATLAS-DR1,e_F500B
H-ATLAS-DR1,F100B
H-ATLAS-DR1,e_F100B
H-ATLAS-DR1,F160B
H-ATLAS-DR1,e_F160B
H-ATLAS-DR2NGP,HATLAS
H-ATLAS-DR2NGP,RAJ2000
H-ATLAS-DR2NGP,DEJ2000
H-ATLAS-DR2NGP,F250b
H-ATLAS-DR2NGP,e_F250b
H-ATLAS-DR2NGP,F350b
H-ATLAS-DR2NGP,e_F350b
H-ATLAS-DR2NGP,F500b
H-ATLAS-DR2NGP,e_F500b
H-ATLAS-DR2NGP,F100b
H-ATLAS-DR2NGP,e_F100b
H-ATLAS-DR2NGP,F160b
H-ATLAS-DR2NGP,e_F160b
H-ATLAS-DR2SGP,HATLAS
H-ATLAS-DR2SGP,RAJ2000
H-ATLAS-DR2SGP,DEJ2000
H-ATLAS-DR2SGP,F250b
H-ATLAS-DR2SGP,e_F250b
H-ATLAS-DR2SGP,F350b
H-ATLAS-DR2SGP,e_F350b
H-ATLAS-DR2SGP,F500b
H-ATLAS-DR2SGP,e_F500b
H-ATLAS-DR2SGP,F100b
H-ATLAS-DR2SGP,e_F100b
H-ATLAS-DR2SGP,F160b
H-ATLAS-DR2SGP,e_F160b
SDSS,OBJID
SDSS,RA
SDSS,DEC
SDSS,U
SDSS,G
SDSS,R
SDSS,I
SDSS,Z
SDSS,ERR_U
SDSS,ERR_G
SDSS,ERR_R
SDSS,ERR_I
SDSS,ERR_Z
USNO,id
USNO,RA
USNO,DEC
USNO,R2
USNO,B2
HSTGSC,hstID
HSTGSC,ra
HSTGSC,dec
HSTGSC,raEpsilon
HSTGSC,decEpsilon
HSTGSC,UMag
HSTGSC,BMag
HSTGSC,VMag
HSTGSC,RMag
HSTGSC,IMag
HSTGSC,UMagErr
HSTGSC,BMagErr
HSTGSC,VMagErr
HSTGSC,RMagErr
HSTGSC,IMagErr
PanSTARRS,objID
PanSTARRS,RAJ2000
PanSTARRS,DEJ2000
PanSTARRS,e_RAJ2000
PanSTARRS,e_DEJ2000
PanSTARRS,gmag
PanSTARRS,e_gmag
PanSTARRS,rmag
PanSTARRS,e_rmag
PanSTARRS,imag
PanSTARRS,e_imag
PanSTARRS,zmag
PanSTARRS,e_zmag
PanSTARRS,ymag
PanSTARRS,e_ymag
ZTF,
ZTFLC,
GAIA,Source
GAIA,RA_ICRS
GAIA,e_RA_ICRS
GAIA,DE_ICRS
GAIA,e_DE_ICRS
GAIA,__Gmag_
SMARTS,ra
